SHRWHT0,SHRBLK0,SHRHSP0,ADULT0,CHILD0,OLD0,WRKSM0,WORKER30,POVRAT0,WELFARE0,AVWELIN0,AVSSI0,MDFAMY0,AVSOCS0,AVRETR0,SHRAMI0,SHRASN0,SHRHIP0,NONFAM0P,WNONFAM0P,COMMUT20NWKH,WMEMP0P,WFEMP0P,VACHU0P,RNTOCC0P,Gentrified
0.81555,0.021505,0.173697,0.736973,0.2622,0.135649,0.973262,53,0.02895,0.068235,5014.758621,6588.611111,71417,12744.675,17026.573034,0.007444168734491315,0.09594706368899918,0,0.24941176470588236,0.22823529411764706,0.3582887700534759,0.6832460732984293,0.5608465608465608,0.02288329519450801,0.13272311212814644,0
0.750784,0.00381,0.257732,0.737113,0.262887,0.116316,0.960446,161,0.078286,0.124204,4842.564103,6292.063492,53295,10431.372549,13202.597403,0.01591214701927387,0.09547288211564321,0.002465262214253698,0.310828025477707,0.26178343949044586,0.36663286004056794,0.6889250814332247,0.493009565857248,0.04151404151404151,0.2838827838827839,1
0.786312,0.066346,0.190247,0.774383,0.225408,0.138342,0.977167,125,0.098539,0.049087,5824.348837,6865.483333,65985,11009.973872,17923.181159,0.007534533277521975,0.07450816241105065,2.092925910422771e-4,0.3527397260273973,0.3047945205479452,0.42311276794035413,0.6245136186770428,0.5324232081911263,0.029411764705882353,0.33129855715871254,0
0.884678,0.006112,0.134067,0.796659,0.202934,0.127547,0.945904,53,0.08028,0.029316,5731.407407,5197.7,77330,13677.985,20255.112245,0.004889975550122249,0.040749796251018745,0.002037489812550937,0.28338762214983715,0.2671009771986971,0.46908809891808345,0.7257142857142858,0.5698447893569845,0.031578947368421054,0.1431578947368421,1
0.806,0.015982,0.219818,0.7642,0.236046,0.12417,0.965689,111,0.103535,0.060302,5343.708333,4441.655172,55141,11448.661972,12478.896996,0.01499877059257438,0.07769854929923777,7.376444553725104e-4,0.375,0.3391959798994975,0.4500248632521134,0.7094017094017094,0.5458646616541354,0.03525835866261398,0.34893617021276596,0
0.354688,0.205208,0.629427,0.667188,0.332813,0.054948,0.943593,256,0.127528,0.09172,4688.888889,5500,56339,11206.153846,15988.311688,0.002864583333333333,0.06015625,2.6041666666666666e-4,0.09426751592356689,0.050955414012738856,0.5006963788300836,0.4908675799086758,0.47126436781609193,0.021303258145363407,0.12781954887218044,0
0.421878,0.120673,0.748518,0.614267,0.385733,0.026583,0.965498,248,0.238178,0.21791,4806.691781,5905.382114,31282,10636.110236,7838.27,0.005545993497800727,0.056989864218779884,3.8248231019315357e-4,0.15522388059701492,0.07313432835820896,0.525319977740679,0.6378466557911908,0.48976377952755906,0.03862660944206009,0.4721030042918455,0
0.365106,0.224681,0.682553,0.648511,0.350638,0.060426,0.988067,47,0.19258,0.152542,4640.222222,6484.615385,35846,7763.672414,10823.333333,0.010212765957446808,0.011914893617021277,0.002553191489361702,0.17966101694915254,0.08135593220338982,0.4510739856801909,0.6518987341772152,0.3798449612403101,0.02027027027027027,0.5304054054054054,0
0.499621,0.211631,0.423009,0.704678,0.295322,0.083692,0.946026,158,0.146829,0.115628,3481.851563,5820.537037,60409,10031.424731,9139.020833,0.001011378002528445,0.06902654867256637,0.00834386852085967,0.2863595302619693,0.21770551038843722,0.4483985765124555,0.6173677069199457,0.596537949400799,0.04799301919720768,0.156195462478185,0
0.345648,0.154456,0.824463,0.618451,0.381549,0.056356,0.939987,245,0.204696,0.164466,5191.240876,6539.02439,40966,9714.16309,9360.431655,0.010227509914422877,0.0027134209977040286,0,0.022809123649459785,0.007202881152460984,0.5461901550910316,0.5212765957446809,0.43506493506493504,0.03178206583427923,0.2599318955732123,0
0.389499,0.151404,0.740537,0.659951,0.339438,0.057998,0.952899,72,0.199363,0.148045,4638.150943,5426.64,35962,11560.464789,10299.822222,0.015262515262515262,0.03235653235653236,0,0.19553072625698323,0.0893854748603352,0.48007246376811596,0.545045045045045,0.43455497382198954,0.029891304347826088,0.37771739130434784,0
0.390212,0.151839,0.740723,0.660509,0.339653,0.058661,0.952952,274,0.199932,0.151111,4539.107843,5323.270833,35962,11536.593284,10150.627907,0.015718684167882028,0.032895802949278886,3.2409658078107277e-4,0.19777777777777777,0.09259259259259259,0.4800768122899664,0.5441527446300716,0.4362880886426593,0.03170028818443804,0.37752161383285304,0
0.336812,0.062619,0.912713,0.636433,0.363188,0.065275,0.965963,261,0.164996,0.261251,6757.168067,6929.457627,38157,9059.297297,7108.102273,0.011195445920303606,0.004364326375711575,7.590132827324478e-4,0.09989023051591657,0.03732162458836443,0.49557522123893805,0.4709193245778612,0.2871287128712871,0.009708737864077669,0.2815533980582524,0
0.412839,0.137091,0.843772,0.671886,0.328114,0.078984,0.966208,354,0.175355,0.205024,6200.482213,7586.787234,38728,8599.964072,7893.051282,0.010264439805149617,0.012352122477383438,1.7397355601948505e-4,0.16774716369529985,0.05186385737439222,0.6019473081328751,0.5302826379542396,0.2844311377245509,0.05432287681713849,0.43687834736036724,0
0.444255,0.009206,0.955336,0.652574,0.347085,0.05762,0.950221,155,0.151903,0.221416,5956.581967,6550.081633,37337,9528.263158,8202.549451,0.016365496079099897,0.005455165359699966,0.0010228435049437436,0.07622504537205081,0.047186932849364795,0.5077433628318584,0.5260545905707196,0.3753351206434316,0.029668411867364748,0.3769633507853403,0
0.422616,0.006282,0.94289,0.641348,0.358081,0.060537,0.933624,193,0.232538,0.16568,5726.732143,6917.78,37454,10199.335714,8657.783784,0.022558537978298116,0.010850942318675044,5.711022272986865e-4,0.07100591715976332,0.03994082840236687,0.5537117903930131,0.55,0.4064665127020785,0.03954802259887006,0.3954802259887006,0
0.449938,0.009477,0.95344,0.650597,0.349403,0.058508,0.945839,127,0.16478,0.222222,5717.921569,5947.534884,36861,9561.270833,7761.891892,0.020601565718994644,0.0057684384013185,0.0016481252575195715,0.08061002178649238,0.054466230936819175,0.512549537648613,0.5443786982248521,0.3769968051118211,0.033542976939203356,0.3941299790356394,0
0.353895,0.005536,0.940293,0.640569,0.359431,0.065243,0.939686,168,0.263789,0.112016,6873.781818,11373.56,40764,9285.884615,12249.7,0.011071569790431,0.022143139580862,0.0015816528272044287,0.054989816700611,0.018329938900203666,0.5910735826296744,0.44982698961937717,0.475,0.04660194174757282,0.3359223300970874,0
0.4325,0.005,0.926111,0.658333,0.341667,0.069444,0.960526,222,0.282572,0.090305,3777.941176,6353.571429,35603,9968.275862,24729.333333,0.04611111111111111,0.04833333333333333,2.777777777777778e-4,0.099601593625498,0.049136786188579015,0.4375,0.554945054945055,0.3382978723404255,0.044416243654822336,0.5101522842639594,0
0.433128,0.006438,0.961077,0.642962,0.357038,0.082821,0.963706,131,0.213713,0.182353,7747.580645,5350.877193,33566,9218.232044,11640.196078,0.014047410008779631,0.0014632718759145448,2.92654375182909e-4,0.07205882352941176,0.020588235294117647,0.5549188156638013,0.510250569476082,0.3310344827586207,0.024566473988439308,0.2846820809248555,0
0.367802,0.040307,0.953215,0.578935,0.421065,0.041027,0.914579,157,0.485963,0.284198,6185.892116,5850,19881,8841.071429,4877.631579,0.002159309021113244,9.596928982725527e-4,0,0.08962264150943396,0.031839622641509434,0.4863325740318907,0.3497854077253219,0.2185430463576159,0.019585253456221197,0.7546082949308756,0
0.397749,0.162289,0.736867,0.647749,0.351782,0.055816,0.988095,69,0.25652,0.140794,5970.166667,7031.095238,31909,9083.61,10697.390625,0.001876172607879925,0.014540337711069419,9.380863039399625e-4,0.17328519855595667,0.09747292418772563,0.4947089947089947,0.7058823529411765,0.38257575757575757,0.04145077720207254,0.40414507772020725,0
0.39769,0.162706,0.737294,0.648185,0.351815,0.056106,0.988827,98,0.256504,0.140863,5962.576577,6995.166667,31909,9091.71831,10692.824176,0.0019801980198019802,0.014521452145214522,9.900990099009901e-4,0.17385786802030456,0.09644670050761421,0.49441340782122906,0.7071823204419889,0.3829787234042553,0.041312272174969626,0.4046172539489672,1
0.395805,0.018232,0.903744,0.676338,0.323662,0.059988,0.944327,297,0.141781,0.148008,6785.25641,9616.363636,39792,10847.280335,7386.956522,0.009213879631444814,0.022936679082532836,1.9603999215840032e-4,0.1015180265654649,0.05787476280834915,0.5254506892895016,0.5507060333761232,0.37260677466863035,0.053763440860215055,0.2992831541218638,0
0.417524,0.023058,0.874069,0.65094,0.348705,0.075559,0.959716,122,0.213906,0.133942,5204.375,5056.754386,31797,9348.557971,8144.461538,0.012061014544164597,0.05179141539553033,0,0.136986301369863,0.0593607305936073,0.6469194312796208,0.5135135135135135,0.31733333333333336,0.015082956259426848,0.5912518853695324,0
0.402672,0.019084,0.889631,0.648537,0.351145,0.073155,0.955255,153,0.225056,0.129261,5511.120879,5873.642857,33863,9353.277027,9179.622222,0.011768447837150127,0.04484732824427481,3.180661577608143e-4,0.11931818181818182,0.05113636363636364,0.6326742976066597,0.5,0.3482587064676617,0.019553072625698324,0.5377094972067039,0
0.554183,0.097782,0.577621,0.705393,0.294607,0.074597,0.970286,182,0.087443,0.084677,7614.32381,8373.804348,51242,11100.85,16235.044118,0.0078125,0.04939516129032258,0,0.22016129032258064,0.15241935483870966,0.4714285714285714,0.6544980443285529,0.5760743321718932,0.024162120031176928,0.2852689010132502,0
0.537292,0.038197,0.674511,0.666365,0.333635,0.06155,0.953325,328,0.120576,0.096642,5429.134752,5985.795181,57000,13333.403333,29351.989899,0.004344677769732078,0.04815351194786387,0.004344677769732078,0.1644962302947224,0.11651816312542837,0.4576621230896324,0.7297297297297297,0.509286412512219,0.028685790527018012,0.2334889926617745,1
0.623578,0.051189,0.503878,0.708635,0.291107,0.068769,0.976932,208,0.06206,0.010221,10507.833333,16499.25,61450,13133.627219,16139.2,0.001034126163391934,0.06540847983453982,0.001034126163391934,0.18824531516183987,0.15587734241908008,0.3961937716262976,0.6540229885057471,0.5900339750849377,0.024166666666666666,0.105,0
0.521903,0.055754,0.679313,0.672186,0.327604,0.098512,0.963284,190,0.065435,0.062552,4627.786667,5201.488372,56772,10015.303448,13523.008658,0.003353594634248585,0.012785579543072731,8.383986585621463e-4,0.14261884904086738,0.11009174311926606,0.45385007649158593,0.6750572082379863,0.5058949624866024,0.027138157894736843,0.1669407894736842,1
0.57152,0.02848,0.62176,0.70176,0.29824,0.07808,0.969838,187,0.07947,0.013631,4236.363636,3250,56713,11619.58042,15146.296296,0.00416,0.04768,0.00352,0.137546468401487,0.12639405204460966,0.5483372003093581,0.5525525525525525,0.4104938271604938,0.01987577639751553,0.18509316770186335,0
0.460663,0.070041,0.794389,0.645282,0.354522,0.075535,0.96561,203,0.151037,0.141219,8724.208122,10427.892857,39578,11603.377593,10756.874317,0.006670590543456935,0.03374534039631156,0.001961938395134393,0.22867383512544803,0.2014336917562724,0.5137023105857066,0.6150793650793651,0.47759282970550576,0.02403846153846154,0.5096153846153846,0
0.545731,0.008566,0.830616,0.675048,0.324952,0.065211,0.929362,216,0.074979,0.058603,3448.93617,3510,51106,9152.863436,10331.137725,0.013263332412268583,0.010500138159712628,0,0.09600997506234414,0.07231920199501247,0.4774468085106383,0.5163690476190477,0.34009360374414976,0.02909090909090909,0.2084848484848485,0
0.62636,0.05401,0.569528,0.714631,0.284563,0.112455,0.966774,104,0.140942,0.071066,5760.214286,7289.103448,52399,11841.495575,33036.348148,0.017331721080209594,0.035872632003224506,8.061265618702137e-4,0.2639593908629442,0.21192893401015228,0.42015005359056806,0.5799256505576208,0.4192495921696574,0.030712530712530713,0.214987714987715,0
0.630131,0.052363,0.569558,0.715332,0.285112,0.115154,0.966132,192,0.144422,0.07312,5414.514286,6682.824561,52460,11771.776722,33175.87251,0.018637674728200576,0.035722209895717776,0.0015531395606833815,0.26740947075208915,0.21587743732590528,0.41592394533571003,0.577079107505071,0.4128113879003559,0.03441295546558704,0.21322537112010798,0
0.498053,0.090732,0.711838,0.633178,0.366433,0.080218,0.948068,87,0.250608,0.170659,5117.938596,5151.568182,31716,8124.911504,8243.206897,0.0019470404984423676,0.03543613707165109,7.78816199376947e-4,0.20059880239520958,0.14520958083832336,0.4722222222222222,0.49246231155778897,0.4337899543378995,0.03318903318903319,0.6291486291486291,0
0.498827,0.091869,0.711884,0.633698,0.366693,0.080532,0.948005,89,0.251933,0.173913,5009.887931,5011.333333,31643,8059.858407,7954.237288,0.002736512900703675,0.03596559812353401,0.001563721657544957,0.20389805097451275,0.14992503748125938,0.4703748488512696,0.4987405541561713,0.4318181818181818,0.03468208092485549,0.6315028901734104,0
0.642279,0.137671,0.459648,0.606534,0.393186,0.068696,0.973866,114,0.080423,0.055848,7051.943396,7647.4375,69804,11729.980392,45188.889764,0.010611561016475845,0.05501256632225635,0.002513264451270595,0.23498419388830347,0.1749209694415174,0.49423520368946966,0.5592105263157895,0.42292490118577075,0.026422764227642278,0.2306910569105691,0
0.586846,0.005772,0.776631,0.680602,0.319398,0.087109,0.950715,270,0.133037,0.079342,4310.810811,5298.412698,43314,12221.183801,9232.978723,0.02361378345285989,0.02396361728179115,0.0012244184012594017,0.19799857040743388,0.1758398856325947,0.5325914149443561,0.5444630872483222,0.4090497737556561,0.028852920478536243,0.1928219563687544,0
0.642088,0.078956,0.109299,0.765416,0.234258,0.106036,0.958253,164,0.046189,0.071281,7382.768116,5550.351351,99680,12814.342995,26668.25,0.0026101141924959217,0.21076672104404567,0,0.11983471074380166,0.06921487603305786,0.3236994219653179,0.712258064516129,0.5941255006675568,0.017382413087934562,0.06748466257668712,0
0.452052,0.031222,0.746432,0.66124,0.338537,0.059991,0.935641,202,0.172313,0.101103,5550.145455,5484.155172,48125,10583.096447,12986.192593,0.021632471008028547,0.08652988403211419,0,0.15349264705882354,0.11121323529411764,0.5883424408014571,0.5279329608938548,0.43304843304843305,0.02060931899641577,0.3942652329749104,0
0.741935,0.0191,0.065789,0.738115,0.261885,0.143463,0.961714,62,0.01146,0.057069,5425,5973.076923,87538,13683.870968,31880,0.022920203735144314,0.2037351443123939,8.488964346349745e-4,0.11673151750972763,0.11673151750972763,0.3318140382862352,0.6246290801186943,0.5862646566164154,0.025284450063211124,0.11125158027812895,0
0.787101,0.015466,0.161237,0.794011,0.205989,0.146759,0.935238,141,0.032183,0.048525,7080.666667,10525.6,73937,13957.267797,29808.236607,6.581112207963146e-4,0.1355709114840408,0.0019743336623889436,0.21503330161750714,0.2093244529019981,0.42984126984126986,0.7275574112734864,0.5538461538461539,0.010338345864661654,0.06015037593984962,0
0.738522,0.033882,0.100417,0.727228,0.272281,0.097962,0.97416,177,0.047901,0.051655,6344.71875,6206.607843,106281,14143.861925,23101.134146,0,0.2015713233488829,4.910385465259023e-4,0.10734463276836158,0.08797417271993543,0.4108527131782946,0.7330960854092526,0.5351111111111111,0.01811023622047244,0.049606299212598425,0
0.725703,0.038363,0.150895,0.782609,0.216752,0.149616,0.961074,54,0.049838,0.038532,5580.619048,5859.0625,80186,12879.221477,29012.351852,0.0012787723785166241,0.16751918158567775,0.0019181585677749361,0.2036697247706422,0.1798165137614679,0.37718120805369126,0.7268722466960352,0.4517543859649123,0.017953321364452424,0.12208258527827648,0
0.666317,0.040335,0.24725,0.757988,0.241488,0.129387,0.954796,95,0.073196,0.039024,7701.541667,8512.1875,69407,11370.829412,21112.876106,0.0010476689366160294,0.15767417496071243,0.014667365112624411,0.1983739837398374,0.17886178861788618,0.47739801543550164,0.7,0.5511022044088176,0.020537124802527645,0.15165876777251186,1
0.419429,0.037779,0.765998,0.668851,0.331149,0.064765,0.95005,139,0.144527,0.105691,5580.215385,5907.185185,54479,10065.117647,18862.86,0.006939090208172706,0.07941403238242097,0,0.12520325203252033,0.08943089430894309,0.4955044955044955,0.5844875346260388,0.4048913043478261,0.02843601895734597,0.28278041074249605,0
0.422091,0.037113,0.764654,0.667747,0.331664,0.064212,0.949387,179,0.146472,0.104218,5644.821429,5874.333333,53973,10115.137755,18596.703125,0.007952871870397643,0.07982326951399116,0,0.12655086848635236,0.08933002481389578,0.5007668711656442,0.5786163522012578,0.40702479338842973,0.027744270205066344,0.29191797346200243,1
0.48155,0.004341,0.867597,0.656124,0.343876,0.066357,0.971229,109,0.191246,0.089259,4500,5800,42316,8242.48366,19754.216867,0.03317829457364341,0.0074418604651162795,6.2015503875969e-4,0.13010590015128592,0.09682299546142209,0.5858761987794245,0.475,0.3103448275862069,0.02092675635276532,0.21823617339312407,0
0.400423,0.02372,0.884688,0.65054,0.34946,0.050963,0.914833,258,0.141232,0.100656,5697.826087,8488.571429,49519,9498.089172,12202.564103,0.006810709253170503,0.013856270549553781,0.0032879286049788633,0.15098468271334792,0.10284463894967177,0.44996451383960256,0.43862815884476536,0.24048442906574394,0.03255340793489318,0.29196337741607326,0
0.74171,0.006545,0.057592,0.796248,0.203752,0.120855,0.977153,110,0.037958,0.016908,2764.285714,5500,70938,15115.646259,18331.623932,0,0.22425828970331588,4.363001745200698e-4,0.11835748792270531,0.09903381642512077,0.45166959578207383,0.7044117647058824,0.4857916102841678,0.01761006289308176,0.10062893081761007,0
0.684428,0.022087,0.081999,0.774434,0.22529,0.14688,0.969839,137,0.032855,0.045207,4436.172414,5474.409091,104057,13280.752841,17399.505102,8.282716731087797e-4,0.27388183324130316,0,0.19641465315666407,0.17926734216679657,0.38533541341653665,0.7502612330198537,0.5761904761904761,0.013814274750575594,0.0920951650038373,0
0.59275,0.016992,0.038233,0.753611,0.246672,0.099122,0.965286,200,0.012461,0.080374,6454.94186,6042.895522,112390,11037.909091,30506.824561,0,0.3803455111866327,8.496176720475786e-4,0.05794392523364486,0.04579439252336449,0.40145576707726766,0.6780104712041884,0.584192439862543,0.010138248847926268,0.06175115207373272,0
0.799884,0.004654,0.095404,0.745782,0.254218,0.070971,0.933628,92,0.012798,0,0,0,117329,16544.067568,39563.538462,0,0.15997673065735893,0.005817335660267597,0.12521739130434784,0.11478260869565217,0.372787610619469,0.7956204379562044,0.5357142857142857,0.015625,0.0625,0
0.517585,0.021898,0.052422,0.71931,0.281354,0.071002,0.943056,56,0.011288,0.060241,5175.266667,6560.133333,107430,12536.90625,18481.263158,6.635700066357001e-4,0.45189117451891175,0.0033178500331785005,0.1285140562248996,0.1144578313253012,0.2861111111111111,0.8284671532846716,0.5825242718446602,0.0367504835589942,0.08317214700193423,0
0.515274,0.021197,0.051434,0.71914,0.28086,0.070449,0.944372,117,0.010296,0.059603,5275.333333,6794.870968,107376,12825.992481,18832.448718,0,0.452930174563591,0.0018703241895261845,0.12677388836329234,0.11163670766319773,0.28664921465968585,0.8238341968911918,0.5803981623277182,0.03363636363636364,0.0809090909090909,0
0.578588,0.048806,0.518761,0.723695,0.274993,0.215167,0.956028,196,0.112392,0.101322,6499.836957,7889.791045,52425,11708.145669,13987.933333,0.0060351613749672,0.11230648123852008,0.006559958016268696,0.16519823788546256,0.14647577092511013,0.5418439716312057,0.5701179554390564,0.3347826086956522,0.022988505747126436,0.19122257053291536,0
0.679319,0.039903,0.311922,0.766423,0.233577,0.126034,0.974645,124,0.058077,0.047401,6238.903226,6130.322581,71883,10146.176471,17009.636364,9.732360097323601e-4,0.15133819951338198,4.8661800486618007e-4,0.18042813455657492,0.16055045871559634,0.4787018255578093,0.735812133072407,0.546594982078853,0.015625,0.1390625,0
0.687433,0.039516,0.344607,0.755785,0.244571,0.169455,0.956981,160,0.033153,0.080485,7226.082192,7821.666667,62759,11594.77592,15159.836957,0.004627981488074048,0.1431114275542898,0.003915984336062656,0.24476295479603086,0.23042998897464168,0.5089285714285714,0.6474719101123596,0.5129469790382244,0.02505446623093682,0.15250544662309368,0
0.512411,0.039087,0.692154,0.710414,0.289301,0.115549,0.947583,173,0.101045,0.115026,5774.297297,6794.080645,51217,12067.834532,24280.196721,0.0034236804564907277,0.08587731811697574,0.0011412268188302425,0.22176165803108808,0.19170984455958548,0.5221238938053098,0.6254071661237784,0.49453978159126366,0.03006012024048096,0.20040080160320642,0
0.448457,0.015741,0.904012,0.664198,0.336111,0.08642,0.94967,179,0.199007,0.117105,4516.168539,6779.5,40833,11484.44898,9714.754098,0.003703703703703704,0.026234567901234566,0.001851851851851852,0.11710526315789474,0.07236842105263158,0.4661716171617162,0.6459227467811158,0.44171779141104295,0.045283018867924525,0.3220125786163522,0
0.511661,0.051413,0.631095,0.69629,0.304064,0.101943,0.938919,298,0.081408,0.108884,5520.263804,5897.534091,55129,11344.79803,17688.395604,0.006183745583038869,0.10724381625441697,0.0017667844522968198,0.17234468937875752,0.13360053440213762,0.5443664878250103,0.6417910447761194,0.5334665334665335,0.02162516382699869,0.18807339449541285,0
0.576551,0.047396,0.410976,0.732148,0.267228,0.12005,0.970588,116,0.101663,0.089061,5412.717391,7311.410714,57834,11331.60223,12523.798969,0.009354536950420954,0.13376987839101964,0,0.25072604065827686,0.20522749273959343,0.497737556561086,0.5929078014184397,0.49929078014184397,0.019867549668874173,0.27341532639545885,0
0.574662,0.047031,0.42769,0.736332,0.263668,0.127278,0.967811,121,0.09425,0.084622,5817.44086,7138.661538,60074,11639.496732,13556.933014,0.010582010582010581,0.12874779541446207,0.003233392122281011,0.2602365787079163,0.2111010009099181,0.4892703862660944,0.5676392572944297,0.4780292942743009,0.020535714285714286,0.24107142857142858,0
0.629573,0.042722,0.32924,0.754413,0.246355,0.136608,0.948357,151,0.085221,0.075457,6902.89899,7424.625,60380,13729.725543,13760.599138,0.005628037861345613,0.15809669992325404,0.00920951650038373,0.2766768292682927,0.23628048780487804,0.4642018779342723,0.5814696485623003,0.492827868852459,0.02243829468960359,0.2011967090501122,0
0.610162,0.044459,0.360272,0.734998,0.265221,0.1106,0.954029,193,0.113527,0.100612,5112.858108,6896.871795,51925,12697.889535,13435.639676,0.0032851511169513796,0.16031537450722733,8.760402978537013e-4,0.2433718558803535,0.21753908905506458,0.49085516559565,0.6656746031746031,0.5508870214752568,0.026420079260237782,0.3044914134742404,1
0.643401,0.040609,0.284687,0.749154,0.250846,0.12225,0.951915,132,0.081814,0.039189,8581.655172,9948,65247,10619.913043,17175.060606,0.001692047377326565,0.15397631133671744,0.0194585448392555,0.19864864864864865,0.1783783783783784,0.5155832591273375,0.6857142857142857,0.5956006768189509,0.02102496714848883,0.16557161629434955,0
0.712822,0.018506,0.251157,0.747852,0.253139,0.158625,0.967286,136,0.07524,0.041667,9081.804878,9430.53125,65641,11476.248428,18262.664093,0.0013218770654329147,0.12888301387970919,0.008592200925313946,0.20934959349593496,0.19613821138211382,0.5353159851301115,0.6807738814993954,0.4759725400457666,0.026919242273180457,0.11864406779661017,0
0.714669,0.028265,0.169177,0.755725,0.244275,0.129565,0.944204,123,0.064339,0.065292,10941.692982,13716.753247,57390,11188,19795.170569,0.002682071384361461,0.18238085413657934,0.0022694450175366207,0.28923253150057276,0.25143184421534936,0.4736159169550173,0.7312072892938497,0.5424200278164116,0.02568397543271915,0.3327749860413177,0
0.751599,0.035264,0.072256,0.758686,0.241141,0.146586,0.956777,269,0.032671,0.06075,6323.321739,7366.637363,108135,13975.538136,23293.145946,1.7286084701815038e-4,0.2010371650821089,0,0.10776545166402536,0.08980454305335446,0.4238095238095238,0.7001784651992862,0.5171232876712328,0.014560582423296931,0.04940197607904316,0
0.72402,0.04046,0.13075,0.786627,0.212947,0.152044,0.964851,79,0.064985,0.074246,6332.484375,7233.785714,69073,13221.195745,31333.835165,0.0017035775127768314,0.19718909710391821,0.0012776831345826234,0.2505800464037123,0.18909512761020883,0.4349736379613357,0.6431852986217458,0.5518207282913166,0.0193621867881549,0.23804100227790434,0
0.731301,0.032927,0.128049,0.775813,0.22439,0.154268,0.977155,165,0.064885,0.070766,5759.434426,7198.9125,71514,13040.326376,36928.849604,0.0012195121951219512,0.20650406504065041,0.0026422764227642275,0.19489559164733178,0.16299303944315546,0.4099137931034483,0.6485112563543937,0.5449700199866756,0.015463917525773196,0.11225658648339061,0
0.620494,0.072088,0.187817,0.765713,0.234287,0.078493,0.947308,187,0.116644,0.068719,5766.120219,7820.909091,51040,10350.938967,19482.075472,0.01012809055704498,0.20837056896038128,0.0014894250819183796,0.3803980473150582,0.30529478032294405,0.4822919665994817,0.7258785942492013,0.6182890855457227,0.024935826916024934,0.6131279794646132,0
