AREAKEY,SHRWHT0,SHRBLK0,SHRHSP0,ADULT0,CHILD0,OLD0,WRKSM0,WORKER30,POVRAT0,WELFARE0,AVWELIN0,AVSSI0,MDFAMY0,AVSOCS0,AVRETR0,SHRAMI0,SHRASN0,SHRHIP0,NONFAM0P,WNONFAM0P,COMMUT20NWKH,WMEMP0P,WFEMP0P,VACHU0P,RNTOCC0P
34003006202,0.802785,0.022992,0.124352,0.867552,0.132772,0.250648,0.506695,95,0.091853,0.060274,5980.556818,7328.701754,61486,13738.396226,18676.540856,0.0019430051813471502,0.13698186528497408,9.715025906735751e-4,0.4178082191780822,0.3452054794520548,0.40451021846370683,0.6265060240963856,0.4201898188093184,0.03180914512922465,0.43605036447978796
34003006300,0.766182,0.031896,0.28173,0.806219,0.193647,0.115174,0.470393,211,0.130767,0.026724,6066.962963,9728.071429,45531,12323.023985,9074.788779,0.0010676631522754572,0.10222874683037501,0.0013345789403443214,0.394919168591224,0.34048168921148136,0.411732152739347,0.70995670995671,0.5274186357556844,0.034220532319391636,0.6314955640050697
34003007001,0.813474,0.006077,0.041744,0.738441,0.261559,0.128666,0.61063,137,0.027477,0.010062,2407.692308,2407.692308,87431,14635.142857,17265.416667,0,0.18044914134742404,0,0.16176470588235295,0.16176470588235295,0.4078567302137493,0.720972097209721,0.5323854660347551,0.024849397590361446,0.1430722891566265
34003007002,0.73184,0.003045,0.03719,0.706612,0.293388,0.134189,0.542788,179,0.027186,0.025384,8571.052632,8571.052632,98059,13953.300733,22633.566434,0,0.2435841670291431,0,0.13894455577822312,0.1342685370741483,0.38269230769230766,0.7445378151260504,0.5168363351605325,0.02797657774886142,0.11385816525699415
34003008000,0.784717,0.002327,0.039436,0.737135,0.262865,0.163951,0.600945,315,0.030236,0.037984,3445.554455,4751.646154,96245,12522.935404,22130.602459,0,0.20662011895526247,0,0.1756299360661903,0.1733734486649116,0.3982202447163515,0.7171082173327347,0.5220916092419943,0.02631578947368421,0.10526315789473684
34003009100,0.77709,0.009288,0.030341,0.711868,0.288132,0.140557,0.522643,149,0.016305,0.014972,7408.333333,10760,113144,15230.803571,20154.516129,4.12796697626419e-4,0.2132094943240454,0,0.13100436681222707,0.13100436681222707,0.3576709796672828,0.6721311475409836,0.5327298050139275,0.020195838433292534,0.08017135862913097
34003009200,0.893805,0.00708,0.035103,0.714749,0.285251,0.136873,0.652983,103,0.020059,0.021183,8812.5,9727.272727,112500,14718.75,25538.075314,0,0.0967551622418879,0,0.14563106796116504,0.13680494263018536,0.43489416292495187,0.7388888888888889,0.5257731958762887,0.010471204188481676,0.049738219895287955
34003010100,0.842458,0.011652,0.081085,0.751317,0.248683,0.151317,0.646821,288,0.013282,0.051971,6602.586207,7044.736842,76704,12560.26393,14053.723404,0,0.11683958499600958,4.7885075818036713e-4,0.2222222222222222,0.21505376344086022,0.4961318533467878,0.7187182095625636,0.5301318267419962,0.01673271686481726,0.19418758256274768
34003010200,0.848892,0.01892,0.096341,0.77172,0.22828,0.149116,0.701977,148,0.022654,0.079975,4419.685039,5332.941176,66721,12578.958785,13576.4,0.0014936519790888724,0.09932785660941,0,0.33816120906801006,0.3331234256926952,0.5174199623352166,0.748062015503876,0.5843793584379359,0.017846153846153845,0.4695384615384615
34003010300,0.844293,0.012512,0.081746,0.75504,0.245099,0.156263,0.692221,350,0.039916,0.042276,5556.186916,6187.228571,77398,12577.761298,15644.152216,0.0037536493813429724,0.12331433337967468,1.3902405116085083e-4,0.20782299486369024,0.20110628210193598,0.4980270574971815,0.7101386481802426,0.5484798685291701,0.011332551778038297,0.16608050019538884
34003011100,0.771759,0.009066,0.18767,0.80757,0.19243,0.189937,0.736948,216,0.06097,0.044058,7563.157895,8250.793651,58611,11846.227929,10483.756345,0.002039891205802357,0.14233907524932005,0,0.2997101449275362,0.27594202898550724,0.6209839357429718,0.624902114330462,0.4437830687830688,0.016609392898052692,0.3785796105383734
34003011200,0.778774,0.034166,0.138586,0.786035,0.213965,0.166773,0.751767,180,0.076824,0.070736,5776.612903,6827.631579,59792,11553.468697,13551.666667,2.1353833013025838e-4,0.13367499466154176,0,0.2732458642327439,0.2338847689674843,0.588339222614841,0.6984240687679083,0.5421221864951768,0.017435320584926885,0.44713160854893136
34003011300,0.881785,0.016164,0.117973,0.79035,0.20965,0.163812,0.746017,206,0.072464,0.044884,8561.764706,9591.891892,61322,12473.57002,9811.153846,9.650180940892642e-4,0.06489746682750301,0,0.25610561056105613,0.2514851485148515,0.6166822867853796,0.7379261363636364,0.535483870967742,0.02374839537869063,0.2702182284980745
34003011400,0.884433,0.012489,0.109411,0.78241,0.21759,0.139314,0.752037,319,0.049956,0.026629,5812.5,8200,58274,12333.98374,8629.819277,0,0.057519788918205805,3.5180299032541777e-4,0.27722301474084643,0.24060865430337613,0.601842012043925,0.7284595300261096,0.5552941176470588,0.025925925925925925,0.42314814814814816
34003012001,0.802377,0.044253,0.103806,0.807182,0.192818,0.139967,0.573831,280,0.0958,0.03307,7074.93578,6965.983051,59583,11200.262092,23283.60199,0.002402326463522569,0.11126564673157163,1.2643823492224047e-4,0.41231796116504854,0.36468446601941745,0.5092752906257729,0.6880914826498423,0.5564748201438849,0.03360607831677381,0.5482174167153712
34003012002,0.803727,0.04472,0.104348,0.807453,0.193789,0.140373,0.575243,29,0.09601,0.035714,6532.75,5968.571429,59583,11122.78022,22654.380952,0.002484472049689441,0.11180124223602485,0.0012422360248447205,0.41369047619047616,0.36607142857142855,0.5097087378640777,0.6872586872586872,0.5563380281690141,0.034482758620689655,0.5517241379310345
34003013001,0.685069,0.043664,0.108407,0.845671,0.15458,0.089084,0.412362,78,0.086891,0.03377,4252.641791,4721.02439,72227,12170.727273,17448.2,2.509410288582183e-4,0.24065244667503136,0.00150564617314931,0.4742943548387097,0.36743951612903225,0.3247248094834886,0.7925021795989537,0.6388429752066116,0.10176390773405698,0.49841700587969245
34003013002,0.684183,0.04357,0.104568,0.846052,0.15342,0.090045,0.411294,73,0.085888,0.033862,4253,4747.179487,72915,12291.237226,17687.985075,0,0.24240823871138104,0.0013203063110641669,0.47513227513227513,0.36772486772486773,0.3236994219653179,0.7924701561065197,0.6380208333333334,0.10199240986717267,0.49383301707779886
34003014000,0.906368,0.006131,0.04598,0.767034,0.232827,0.184618,0.707561,262,0.02391,0.028116,7897.671642,7897.671642,80468,14431.058201,20277.118705,0,0.08736240769123589,0,0.16156105749055813,0.15694502727654217,0.5153355602793805,0.6911327959270259,0.4876829703677258,0.010037641154328732,0.07528230865746549
34003015100,0.82266,0.079639,0.050082,0.746716,0.253284,0.153941,0.49757,40,0.01601,0.0138,12615.384615,12615.384615,189353,14439.130435,23043.708609,0.0028735632183908046,0.08579638752052546,0,0.3174097664543524,0.2791932059447983,0.3770651117589893,0.8195050946142649,0.37174721189591076,0.032673267326732675,0.18811881188118812
34003015200,0.42437,0.374596,0.282644,0.779412,0.220427,0.148352,0.55548,299,0.080047,0.088342,3979.237113,4889.788991,67562,14218.436242,17167.994924,0.0029088558500323207,0.06625727213962508,3.232062055591467e-4,0.2996357012750455,0.19080145719489983,0.38717339667458434,0.6511857707509882,0.5078838174273859,0.025823686553873553,0.3268032056990205
34003015300,0.077109,0.848201,0.125827,0.723665,0.276174,0.130828,0.722079,371,0.06852,0.09894,4424.52551,6187.257143,55975,10952.653226,14230.067606,0,0.02903694144216809,0,0.22614840989399293,0.013124684502776375,0.5691116844821231,0.6453900709219859,0.6823529411764706,0.04619826756496631,0.3599615014436959
34003015400,0.375597,0.421806,0.441092,0.771625,0.228375,0.10655,0.790419,227,0.210648,0.130608,4256.956522,5204.379562,43625,8265.795207,8673.790323,0.009738399847240786,0.03780790528928776,1.9094901661256445e-4,0.3316297558205565,0.14991482112436116,0.5085543199315654,0.6523388116308471,0.513262599469496,0.03490990990990991,0.7443693693693694
34003015500,0.720663,0.126046,0.11505,0.777285,0.222715,0.144756,0.489397,128,0.043125,0.048852,4652.136752,4714.43299,104247,13742.279412,22657.198444,0,0.08649269653700968,4.923682914820286e-4,0.3306889352818372,0.267223382045929,0.42909211398277003,0.7739975698663426,0.5434543454345434,0.0365902694008846,0.3112183353437877
34003016000,0.680723,0.010542,0.049887,0.801017,0.198983,0.218185,0.442543,232,0.025433,0.037058,3034.791045,4109.574468,113187,14143.226444,21306.027888,0.001694277108433735,0.2940512048192771,0,0.14601769911504425,0.13606194690265486,0.3353708231458843,0.6943042537851478,0.4326328800988875,0.03713527851458886,0.08116710875331565
34003017100,0.962217,0.003612,0.023198,0.765523,0.234477,0.199333,0.567098,320,0.045701,0.062636,6338.150289,6645.731707,86164,15298.066595,16780.884676,6.945409084595083e-4,0.033476871787748295,0,0.23244026068066617,0.2277335264301231,0.336962919364332,0.7030636292223095,0.5326975476839237,0.012917115177610334,0.20631503408683172
34003017200,0.913506,0.012013,0.083405000000000007,0.804187,0.195813,0.191865,0.678896,276,0.044448,0.02856,3690,6528.125,75053,12767.162471,11200,0,0.05302900291745324,1.7161489617298782e-4,0.36474908200734396,0.34516523867809057,0.5425782564792999,0.680038666022233,0.5673520772135963,0.02463249900675407,0.41438220103297574
34003017300,0.904004,0.005246,0.059801,0.742263,0.257737,0.152999,0.642014,281,0.034422,0.027245,8462.962963,9804.347826,89602,14725.746269,19177.675841,0,0.06696974995628606,0,0.20433905146316853,0.19323915237134207,0.5326388888888889,0.7607555089192025,0.5762552792116378,0.013353115727002967,0.11177052423343224
34003017400,0.930011,0.004397,0.045438,0.77446,0.22554,0.224075,0.616535,260,0.029517,0.016264,8061.290323,8061.290323,93814,15590.059347,17895.897436,0.004946866984243312,0.0480029314767314,1.8321729571271528e-4,0.17995802728226654,0.17156348373557187,0.5043307086614173,0.7099681866383881,0.4937471051412691,0.016028955532574975,0.09307135470527404
34003017500,0.890772,0.00834,0.064703,0.774953,0.225047,0.17003,0.678444,300,0.029638,0.050679,5374.637681,6653.271028,71979,14118.564356,13987.392055,0,0.09254775356470271,0,0.2354021300036724,0.23430040396621374,0.5524513831826897,0.7039473684210527,0.525555163905534,0.016023306627822288,0.11908230152949745
34003018100,0.764362,0.024804,0.401283,0.790734,0.209266,0.143407,0.516841,280,0.129405,0.107813,5388.043478,4823.076923,40319,11793.3687,29850.721154,0.010406272273699215,0.03663578047042053,0.0014255167498218105,0.3484375,0.2921875,0.5104790419161677,0.5781664016958135,0.39490445859872614,0.025562762304463946,0.6714994276993514
34003018200,0.797436,0.025,0.341346,0.78766,0.21234,0.133333,0.575641,260,0.104167,0.061958,5179.72028,6709.574468,53239,12915.245902,8519.18239,0.007852564102564102,0.08717948717948718,0.0011217948717948717,0.32885615251299827,0.27339688041594457,0.4419094419094419,0.6329704510108864,0.5008025682182986,0.025348542458808618,0.5990705534431771
34003019102,0.579468,0.02558,0.074352,0.825034,0.174966,0.130969,0.466711,112,0.087491,0.02446,9217.647059,6515.384615,59583,13911.971831,18057.241379,0.005115961800818554,0.3639154160982265,0,0.4683453237410072,0.3712230215827338,0.3829927488464074,0.7062146892655368,0.6308100929614874,0.058265582655826556,0.5223577235772358
34003019103,0.540516,0.042913,0.080575,0.815339,0.184433,0.149738,0.424779,92,0.073043,0.039732,6336.518072,7573.857143,62092,13210.65035,16261.418367,0,0.3996804382561059,2.2825838849577722e-4,0.4719961704164672,0.3465773097175682,0.3684210526315789,0.7194388777555111,0.49099099099099097,0.06954971020954079,0.48372715113687026
34003019104,0.5406,0.043286,0.080885,0.815482,0.184834,0.150079,0.425258,68,0.073302,0.040424,6225.721311,7362.115385,62092,13201.067742,16094.13986,0,0.39968404423380727,3.15955766192733e-4,0.47249834327369117,0.3472498343273691,0.36726804123711343,0.7212205270457698,0.49066002490660027,0.06971005552128316,0.4842689697717458
34003019202,0.571429,0.043446,0.108247,0.784242,0.215758,0.173785,0.591415,29,0.094993,0.02972,3947.058824,3947.058824,59625,12634.83871,20557.142857,7.363770250368188e-4,0.34683357879234167,0,0.3793706293706294,0.22202797202797203,0.5230524642289348,0.5838709677419355,0.546242774566474,0.03550295857988166,0.5710059171597633
34003019203,0.705531,0.012332,0.081091,0.845291,0.154335,0.282138,0.460742,34,0.103886,0.041545,5335.912281,5813.790698,71152,13369.36673,15451.399015,0.0014947683109118087,0.25411061285500747,0,0.500728862973761,0.4402332361516035,0.41932700603968937,0.5970588235294118,0.4209466263846928,0.036491228070175435,0.46456140350877195
34003019204,0.705642,0.012485,0.081393,0.845378,0.154862,0.282353,0.461197,54,0.104202,0.042135,5257.255556,5804.58209,71152,13336.127273,15392.952681,0.0019207683073229293,0.2540216086434574,2.4009603841536616e-4,0.5009363295880149,0.4410112359550562,0.4190687361419069,0.5986779981114259,0.42200647249190937,0.03650292924740874,0.46462370437133843
34003019303,0.546624,0.028707,0.081766,0.77153,0.22847,0.138784,0.491044,119,0.087507,0.035982,4927.902778,6221.979592,69125,12186.624729,12990.643519,1.9798059790140566e-4,0.4064541674915858,0.004157592555929519,0.30834582708645675,0.21989005497251374,0.4460463084316295,0.6830917874396135,0.48344370860927155,0.03202328966521106,0.517224648229015
34003019304,0.546708,0.02879,0.081776,0.771516,0.228484,0.139051,0.491892,78,0.087596,0.036321,4878.531915,5970.393939,69125,12183.107383,12860.432624,6.125574272588055e-4,0.4064318529862175,0.004594180704441042,0.3091190108191654,0.22024729520865532,0.44594594594594594,0.6835820895522388,0.4846547314578005,0.03225806451612903,0.5176294073518379
34003019305,0.784193,0.006552,0.062654,0.87326,0.126945,0.265971,0.474343,138,0.050778,0.027027,8079.323077,10067.568627,103407,16766.294643,28629.198433,0.0026617526617526617,0.19123669123669124,4.095004095004095e-4,0.4153846153846154,0.36340956340956343,0.3579474342928661,0.6392835083384806,0.46376021798365125,0.06474536123174102,0.17331227793130674
34003019306,0.783867,0.006464,0.062957,0.873243,0.127038,0.26588,0.473955,102,0.051152,0.026811,8138.319149,9841.394737,103408,16782.046012,28523.032143,0.002529510961214165,0.1911186059584036,2.810567734682406e-4,0.41585852823730746,0.3639475185396463,0.35718374356038923,0.6409168081494058,0.4644727000747943,0.06446370530877574,0.17388949079089924
34003020100,0.916492,0.004727,0.022059,0.724002,0.275998,0.118697,0.739913,191,0.037553,0.016854,4376.190476,4376.190476,112178,15736.012862,20899.528302,0,0.07720588235294118,0,0.1332263242375602,0.1332263242375602,0.5027262813522355,0.7716049382716049,0.5388059701492537,0.02107728337236534,0.0741608118657299
34003020200,0.922135,0.006501,0.028122,0.708648,0.291352,0.105383,0.610743,230,0.028425,0.019043,4410.25641,5600,162658,14853.593429,27407.667732,0,0.06592077411551255,0,0.0859375,0.0859375,0.40460411580048833,0.7759167043911273,0.4212147887323944,0.021759697256385997,0.031693472090823085
34003021100,0.919628,0.022419,0.133293,0.789995,0.210005,0.146713,0.778995,302,0.056912,0.036183,4381.318681,5273.770492,58276,12215.25,13670.882353,0.001220070154033857,0.019216104926033248,7.625438462711606e-4,0.357455268389662,0.34512922465208745,0.5850837138508371,0.7033248081841432,0.5527054108216433,0.040197193780811526,0.5464543041334851
34003021200,0.889395,0.017641,0.140139,0.784737,0.215263,0.140337,0.77438,250,0.080056,0.050911,6640,8415.789474,49625,12040.4,8561.980831,0,0.026362735381565906,0,0.3135048231511254,0.3022508038585209,0.6570247933884298,0.723404255319149,0.4849921011058452,0.03402061855670103,0.5345360824742268
34003021300,0.864351,0.035672,0.178597,0.782211,0.217789,0.124149,0.737728,196,0.045336,0.042085,4770.149254,5660.416667,54309,12369.730942,7747.037037,0,0.02346866932644919,2.346866932644919e-4,0.31595477386934673,0.3065326633165829,0.6278634876110332,0.7294915254237289,0.5347177157689812,0.04770423375074538,0.4877757901013715
34003021400,0.847668,0.044501,0.17822,0.78006,0.21994,0.164955,0.773161,182,0.068226,0.054975,5860,6197.183099,57188,10775.878594,33122.007722,0.002995293110825845,0.04599914420196834,0,0.3512919186366135,0.3243540406816932,0.625119388729704,0.5880398671096345,0.5020820939916716,0.022066738428417654,0.5920344456404736
34003021500,0.807906,0.059914,0.286803,0.763022,0.236978,0.134033,0.822842,220,0.141239,0.054487,5111.764706,7146.428571,45685,11057.782101,12634.256055,0.0030883261272390363,0.01441218859378217,2.0588840848260242e-4,0.35844017094017094,0.33066239316239315,0.6133093525179856,0.643448275862069,0.5024242424242424,0.033126293995859216,0.662008281573499
34003021600,0.730647,0.071266,0.331284,0.749317,0.250683,0.106102,0.763009,187,0.07601,0.08816,4865.693431,6790.540541,43313,10550,8275.543478,0.0025045537340619307,0.03551912568306011,0.0015938069216757742,0.31402831402831405,0.2882882882882883,0.5507470376094796,0.6376936316695353,0.5285832642916322,0.05501813784764208,0.6396614268440145
34003022100,0.912657,0.021959,0.020972,0.695781,0.303972,0.128053,0.603402,141,0.01283,0.007047,17660.2,17556.7,113049,13998.283951,18524.136364,0.018998272884283247,0.04071058475203553,0,0.19097956307258632,0.17618040873854826,0.45667198298777245,0.8046068308181096,0.5013986013986014,0.010452961672473868,0.12473867595818815
34003022200,0.890718,0.011552,0.035055,0.712389,0.287611,0.137565,0.643213,243,0.030303,0.020687,8188.679245,9130.434783,110543,15652.933151,57851.532567,0,0.07980347895365822,0,0.15066354410616706,0.15066354410616706,0.4858725761772853,0.7803873094355172,0.548099301784329,0.012284069097888676,0.04952015355086373
34003023100,0.473226,0.256359,0.390228,0.8166,0.1834,0.078313,0.726246,63,0.117246,0.081287,3477.083333,6020.689655,49893,9251.36612,4603.846154,0.0013386880856760374,0.10742971887550201,0.0023427041499330657,0.5114309906858594,0.3073666384419983,0.5023255813953489,0.6710334788937409,0.5809935205183585,0.02481389578163772,0.8684863523573201
34003023200,0.599417,0.24121,0.176109,0.824351,0.175649,0.100261,0.678571,181,0.085061,0.053097,6024.074074,7950,64000,13780,10125.632911,0.0013818516812528789,0.09719023491478582,0.004145555043758637,0.49655850540806296,0.34939364142903967,0.4940944881889764,0.7411477411477412,0.6074985354422964,0.030456852791878174,0.5393401015228426
34003023301,0.735972,0.149079,0.112018,0.864322,0.135469,0.168342,0.668705,119,0.038284,0.015196,5428.75,8742.75,77472,13907.44588,27151.586207,2.0938023450586265e-4,0.0829145728643216,0,0.5158294639088223,0.42929506120726046,0.5305755395683454,0.7328447701532311,0.5911083281152161,0.04788732394366197,0.4800804828973843
34003023302,0.736497,0.149306,0.112269,0.864583,0.135802,0.168596,0.668874,65,0.038745,0.016317,5050.714286,7591.6,77472,13863.474777,27045.822785,3.8580246913580245e-4,0.08294753086419752,3.8580246913580245e-4,0.515928515928516,0.4289044289044289,0.5298013245033113,0.7328431372549019,0.5910138248847926,0.04892512972572276,0.48035581912527797
34003023401,0.595371,0.197713,0.172337,0.831567,0.168433,0.131902,0.649351,52,0.067485,0.017927,4381.25,4381.25,52917,11251.184834,17106.951872,0.003067484662576687,0.1517010596765198,2.788622420524261e-4,0.4789915966386555,0.403921568627451,0.5137662337662338,0.6773428232502966,0.5998003992015968,0.02516411378555799,0.799781181619256
34003023402,0.490883,0.265682,0.29504,0.799599,0.200401,0.136944,0.710061,209,0.137853,0.070536,5066.455696,8224.390244,57297,9363.671875,37304.587156,0.0074762946754194015,0.10849744711889132,0,0.4455357142857143,0.28526785714285713,0.6624423963133641,0.6590509666080844,0.47874149659863946,0.04936170212765958,0.654468085106383
34003023501,0.381098,0.472092,0.233818,0.799953,0.200047,0.125469,0.757421,107,0.106075,0.072398,6285.375,8379.882353,47629,13371.502513,13391.547264,0.01102251407129456,0.04409005628517824,7.035647279549719e-4,0.4830316742081448,0.24660633484162897,0.5813715455475946,0.6129032258064516,0.4682170542635659,0.07471264367816093,0.6854754440961337
34003023502,0.381132,0.47195,0.233962,0.799748,0.200252,0.125786,0.757409,100,0.106311,0.073422,6196.46281,8195.185185,47629,13368.307278,13343.079787,0.011069182389937107,0.04452830188679245,0.0010062893081761006,0.4830097087378641,0.24696601941747573,0.5812294182217344,0.6126126126126126,0.4693200663349917,0.07507002801120448,0.6851540616246499
34003023601,0.578355,0.19907,0.450784,0.805828,0.193928,0.093536,0.823337,148,0.110488,0.063528,5703.882353,5404.392157,47273,8778.449102,10054.452941,0,0.04089128305582762,2.448579823702253e-4,0.35201793721973096,0.20254110612855009,0.7159214830970556,0.5597609561752988,0.5420560747663551,0.02826086956521739,0.7355072463768116
34003023602,0.578482,0.199094,0.450736,0.805889,0.194337,0.093545,0.8235,162,0.11059,0.064271,5634.354839,5226.315789,47275,8730.669421,10041.375,4.5300113250283127e-4,0.04122310305775764,6.795016987542468e-4,0.3524533517622668,0.20248790601243952,0.7150781643973777,0.5598526703499079,0.5415318230852212,0.028801071667782986,0.7361018084393838
34003024100,0.826341,0.010398,0.020978,0.730208,0.269792,0.144473,0.580697,185,0.017518,0.021873,6553.846154,4856.521739,106772,13940.847784,19078.730159,0,0.16216709230207954,0,0.12731351654514864,0.12338754907459339,0.408089707649179,0.7266706803130644,0.49513513513513513,0.014412416851441241,0.06430155210643015
34003024200,0.82384,0.014768,0.0327,0.713502,0.286498,0.126371,0.621164,211,0.029114,0.010947,6729.411765,6333.333333,105223,17479.809976,22820.300752,0,0.14620253164556962,0,0.12942691564713457,0.12685125563425628,0.4067796610169492,0.7165131112686038,0.5727574750830565,0.012634238787113077,0.0574857864813645
34003025100,0.847764,0.027173,0.106498,0.79459900000000006,0.205401,0.159831,0.601639,240,0.032269,0.025705,3253.225806,3700,75130,13420.765832,15422.065728,0.007257383966244726,0.08827004219409283,1.6877637130801687e-4,0.3466003316749585,0.30472636815920395,0.5773770491803278,0.7058222676200204,0.578875171467764,0.022672064777327937,0.4080971659919028
34003025200,0.951368,0.00767,0.061356,0.759805,0.240195,0.181105,0.580417,287,0.052466,0.026005,12234.545455,11665.625,74924,12531.488801,19929.150579,0.0038347568415548197,0.026668990761722154,3.486142583231654e-4,0.25390070921985813,0.2297872340425532,0.522611089264648,0.6188642925890279,0.5398032200357782,0.018630647414997672,0.17466231951560315
34003026100,0.945297,6.67e-4,0.042028,0.739827,0.260173,0.146987,0.72807,204,0.034912,0.042378,4419.402985,5512.195122,86538,13561.122661,17572.126437,0,0.054036024016010674,0,0.20746363061353573,0.20746363061353573,0.5162280701754386,0.7363636363636363,0.6063583815028901,0.00931098696461825,0.11421477343265053
34003026200,0.901771,0.02326,0.042226,0.740383,0.259438,0.145464,0.689832,269,0.031575,0.04042,7887.220779,10238.961538,95931,15378.024119,23319.506061,0.001789228842368939,0.05367686527106817,0.0010735373054213634,0.1679790026246719,0.16115485564304463,0.49743964886613024,0.7387096774193549,0.5617253346554288,0.014987080103359173,0.10439276485788114
