AREAKEY,SHR0D,SHRWHT0,SHRBLK0,SHRAMI0N,SHRASN0N,SHRHIP0N,SHRHSP0,ADULT0,CHILD0,OLD0,NUMHHS0,NONFAM0,WNONFAM0,WRCNTY0D,WRKSM0,WKHOME0,COMMUT20,WM16P0,WMEMP0,WF16P0,WFEMP0,WORKER30,POVRAT0,WELFARE0,AVWELIN0,AVSSI0,MDFAMY0,AVSOCS0,AVRETR0,TOTHSUN0,VACHU0,RNTOCC0
06037502100,5916,0.605815,0.058147,170,111,7,0.727011,0.674104,0.325727,0.131508,1566,404,340,1844,0.893167,7,869,1475,621,1228,492,213,0.061229,0.105364,4532.290909,4675.519380,46290,10901.875728,12822.562162,1573,22,593
06037502200,6468,0.588126,0.003401,113,115,24,0.813234,0.693878,0.306277,0.107916,1827,334,262,2519,0.879317,44,1383,1180,674,1413,668,348,0.099272,0.085386,6810.076923,7513.977778,47726,13070.431452,11253.563291,1843,25,522
06037502301,5270,0.509298,0.004934,119,27,0,0.907400,0.694687,0.305313,0.108349,1272,158,81,2117,0.899386,31,1057,932,503,1055,562,342,0.052131,0.132075,4806.482143,5011.736264,51378,12294.862222,33645.274336,1292,19,274
06037502302,3396,0.555948,0.012956,50,23,0,0.905477,0.620730,0.379270,0.050648,760,103,57,1135,0.935683,0,678,511,297,540,146,212,0.228258,0.213158,5907.185185,5571.653846,37092,7962.858333,16100.628866,794,53,451
06037502401,4552,0.522847,0.015598,49,108,0,0.875439,0.684534,0.315466,0.119288,1149,127,85,1540,0.903896,29,811,759,236,785,250,230,0.160099,0.127937,5854.421769,6545.569620,46927,12559.923664,15774.358974,1172,20,308
06037502402,3929,0.437516,0.021889,10,144,2,0.896157,0.699415,0.300585,0.108679,1017,101,65,1450,0.955862,0,768,662,360,680,310,239,0.084884,0.125860,8678.125000,10726.666667,41250,11247.123288,14435.877863,1063,39,213
06037502500,4557,0.504499,0.007680,53,56,32,0.854729,0.666886,0.332894,0.082072,1190,191,121,1406,0.906828,30,860,771,330,749,226,190,0.154037,0.146218,5306.034483,6525.741176,34750,11473.854772,13633.522059,1222,33,561
06037502601,7091,0.564941,0.006487,81,109,9,0.877732,0.683401,0.316599,0.133268,1808,205,123,2590,0.866023,26,1420,1251,553,1315,595,371,0.040616,0.142146,7014.389105,6623.755435,52342,11919.145631,10667.677922,1816,25,240
06037502602,4474,0.550291,0.014528,19,192,2,0.822754,0.688422,0.311578,0.081359,1310,233,143,1578,0.892902,6,812,641,325,795,370,183,0.162265,0.064122,5432.142857,6054.000000,33438,10879.858657,8391.970803,1338,26,650
06037502700,7184,0.500835,0.024638,103,195,32,0.845629,0.694042,0.306236,0.125000,1914,288,171,2573,0.851924,46,1283,1200,575,1358,485,366,0.104961,0.159352,5586.367213,6518.016854,52032,10825.503840,24462.861809,1937,18,537
06037502801,3157,0.583149,0.060500,38,196,37,0.577447,0.739943,0.259740,0.139056,920,258,182,1116,0.798387,15,615,687,323,704,277,143,0.089222,0.081522,4787.426667,5818.979592,51875,11359.384615,18121.340659,944,25,353
06037502802,5476,0.582725,0.060628,65,342,64,0.577064,0.740139,0.259679,0.139153,1594,447,315,1936,0.798554,27,1068,1191,561,1220,481,248,0.088834,0.081556,4790.830769,5816.623529,51910,11363.614815,18054.379747,1637,43,610
06037502901,5347,0.576959,0.010473,69,250,23,0.696652,0.671218,0.328595,0.083037,1354,171,124,2361,0.820839,32,1127,1062,723,1111,594,353,0.057396,0.107090,6544.420690,7638.328358,55352,12592.097087,7946.005000,1399,26,224
06037502902,3785,0.493263,0.016645,59,136,2,0.801585,0.638573,0.361427,0.066050,858,96,71,1225,0.871020,18,632,606,361,576,247,105,0.186771,0.189977,5349.466258,6613.619718,35714,11008.507937,8632.137255,888,38,439
06037503000,5920,0.395946,0.020777,63,43,26,0.908784,0.614189,0.385980,0.037669,1155,72,51,1944,0.843107,13,1093,714,406,652,305,296,0.243216,0.141991,6637.426829,7310.045455,38563,11453.466216,7522.208791,1175,31,609
06037503103,4968,0.475845,0.009461,54,139,2,0.820652,0.650362,0.349638,0.053945,1086,133,89,1836,0.787582,49,1080,747,492,791,310,258,0.126488,0.127993,5215.215827,5203.226415,44107,8803.722222,10127.354839,1124,34,345
06037503104,2495,0.476152,0.009619,28,70,2,0.820842,0.650501,0.349499,0.054108,546,67,45,922,0.787419,25,543,375,247,398,157,130,0.126959,0.130037,5125.140845,5127.000000,44107,8777.434483,9974.177215,565,18,174
06037503105,3872,0.540031,0.025052,20,206,15,0.674329,0.671488,0.328254,0.076446,1081,170,107,1609,0.719080,52,837,693,438,689,394,152,0.139595,0.112858,4835.959016,7410.696429,45040,11711.004630,14527.254658,1099,27,470
06037503106,3224,0.540012,0.025124,16,172,12,0.674318,0.671526,0.328474,0.076613,900,142,89,1340,0.719403,43,697,577,365,574,328,126,0.139607,0.112222,4864.683168,7353.319149,45040,11768.703911,14535.783582,915,22,391
06037503201,3814,0.683534,0.007079,73,178,2,0.562664,0.712375,0.287625,0.128474,1133,199,187,1648,0.787621,56,960,921,581,1017,530,202,0.050763,0.098853,5381.250000,6676.923077,63041,13142.159383,9210.280374,1136,16,119
06037503202,3955,0.615676,0.008344,18,173,23,0.668521,0.680405,0.319595,0.095828,1129,234,183,1547,0.808016,18,726,830,484,917,398,144,0.099975,0.110717,8501.600000,12141.666667,51101,11715.333333,10365.196078,1163,21,342
06037503301,3339,0.780473,0.008985,37,78,0,0.494759,0.696915,0.302785,0.131776,1107,245,220,1422,0.817862,28,689,859,585,950,485,166,0.052441,0.068654,4585.460526,4857.058824,61621,12008.199387,11723.215385,1117,21,179
06037503302,6203,0.600677,0.031759,133,183,17,0.630663,0.677092,0.323069,0.084153,1834,311,195,2686,0.800074,34,1384,1317,857,1300,710,252,0.135232,0.112323,4581.577670,5178.815789,54536,11608.224490,16733.357143,1862,38,860
06037503401,6326,0.788966,0.015808,37,420,8,0.343503,0.748814,0.251186,0.168985,2328,638,565,2795,0.730233,74,1231,1871,1085,1985,1062,222,0.081390,0.068299,5232.987421,6269.990826,57071,12507.065977,14013.055794,2378,37,752
06037503402,3860,0.780570,0.005181,8,228,0,0.396632,0.724870,0.275130,0.164249,1347,291,262,1803,0.702163,25,899,1040,717,1200,655,165,0.040415,0.040831,4440.018182,4280.705882,63626,12392.957684,22028.374046,1364,11,261
06037503501,6235,0.616359,0.014916,82,282,11,0.600481,0.692542,0.307458,0.084844,1923,358,279,2568,0.727804,29,1134,1255,790,1430,732,288,0.103138,0.072803,5166.421429,6281.548387,51661,10869.707921,10720.446809,1967,42,796
06037503502,3926,0.732807,0.015028,29,229,40,0.447784,0.715487,0.284513,0.114366,1245,239,207,1849,0.735533,74,947,921,667,1062,564,180,0.074122,0.032932,6621.951220,7564.516129,58182,13610.139860,18698.989899,1267,14,233
06037503601,4195,0.771156,0.011204,80,251,5,0.394041,0.721335,0.278903,0.153278,1245,184,159,1864,0.680794,32,953,1089,771,1227,629,186,0.049408,0.046586,4494.482759,4429.750000,69293,13756.561462,23440.850980,1251,12,190
06037503602,3745,0.781842,0.014152,31,437,6,0.267824,0.742590,0.257410,0.167156,1220,216,195,1630,0.719018,18,829,1034,708,1208,555,119,0.055124,0.053279,7544.615385,8986.046512,88455,10134.873950,28114.905149,1242,17,87
06037503701,4546,0.791245,0.020678,15,199,10,0.392213,0.719974,0.280026,0.123845,1616,482,371,2027,0.707449,55,946,1251,901,1335,687,196,0.074475,0.108292,5019.742857,5936.641304,54235,11998.727273,15267.921311,1659,45,684
06037503702,4921,0.801260,0.024385,25,303,16,0.368218,0.730339,0.269661,0.119691,1696,347,316,2251,0.653932,62,1064,1423,924,1536,855,222,0.043265,0.041274,6514.971429,7620.448276,62460,14761.599068,13556.422492,1697,15,478
06037503703,7405,0.537610,0.019851,47,2977,1,0.153680,0.772046,0.227954,0.176772,2784,776,677,3378,0.729130,84,1343,1427,891,1759,862,289,0.030172,0.054957,6898.379085,6776.056000,82142,12017.239466,30886.475610,2836,43,445
06037503801,4099,0.676263,0.044889,21,664,1,0.323494,0.702854,0.297146,0.112466,1230,167,117,1806,0.579181,27,768,965,660,976,570,187,0.039393,0.039024,6039.583333,5965.714286,68550,14535.135135,15821.888412,1248,18,328
06037503802,4956,0.617433,0.025020,9,1062,6,0.343220,0.724576,0.275424,0.097054,1587,315,239,2440,0.630738,21,1139,1090,862,1217,689,261,0.060606,0.073094,6468.103448,8747.692308,64811,14731.948882,12618.446602,1617,31,239
06037503901,2669,0.715624,0.008617,60,302,0,0.364931,0.726115,0.273511,0.134133,803,138,119,1293,0.646558,27,547,665,389,732,449,130,0.038447,0.094645,4220.789474,8763.440000,65281,11849.081712,21066.870647,825,10,83
06037503902,4493,0.748275,0.030492,13,371,1,0.363009,0.724015,0.276207,0.137547,1421,241,228,1921,0.674649,21,996,1234,784,1331,634,247,0.058127,0.083040,4832.372881,7312.750000,64432,13340.427586,19027.736842,1433,16,208
06037504001,4784,0.760870,0.034072,37,520,28,0.229933,0.833821,0.166179,0.136079,1244,376,336,2153,0.741756,76,1353,1309,839,1761,803,155,0.036697,0.029743,5189.189189,5760.000000,58125,11896.086106,14420.000000,1259,21,361
06037504002,5138,0.701246,0.016738,62,479,8,0.359284,0.721487,0.278513,0.125341,1649,299,276,2157,0.724618,83,1047,1310,882,1373,648,209,0.085931,0.043056,6687.323944,6521.568627,65160,12679.581152,12633.518006,1688,29,326
06037504101,5022,0.552370,0.011151,53,475,67,0.623258,0.692752,0.307248,0.098965,1314,248,195,2003,0.786321,82,1081,935,519,1046,500,301,0.100379,0.134703,5927.807910,7555.684211,52358,12041.152120,8230.250000,1338,33,346
06037504102,669,0.481315,0.043348,5,102,5,0.562033,0.690583,0.304933,0.098655,183,38,28,256,0.800781,7,137,111,63,120,55,33,0.104863,0.114754,6009.333333,7421.545455,52134,12107.580000,10745.545455,189,5,55
06037530003,3073,0.564920,0.000325,49,714,6,0.490400,0.799870,0.199805,0.186463,1031,251,140,1359,0.933775,18,694,583,363,796,398,181,0.056462,0.079534,5408.134146,7499.441860,76404,11356.379070,14943.230769,945,19,45
06037530004,3623,0.552581,0.010489,41,305,12,0.696660,0.766768,0.233232,0.192382,1133,201,124,1203,0.896924,36,542,685,342,806,283,114,0.087760,0.197705,7739.080357,8391.274074,44117,13133.550685,13721.956311,1253,28,542
06037530005,4344,0.302256,0.009899,15,2604,16,0.269567,0.826888,0.174033,0.184622,1342,161,51,2004,0.962076,50,963,472,272,540,240,307,0.059788,0.106557,8111.300699,9203.965812,80508,11683.957364,22431.384106,1365,28,116
06037530006,3929,0.487910,0.006363,33,890,10,0.558412,0.767880,0.232120,0.108425,1475,444,275,1845,0.930081,28,834,631,419,776,394,115,0.097169,0.073220,8896.296296,10642.372881,42670,12310.089021,23850.970874,1501,24,1151
06037530101,5384,0.495542,0.011144,81,240,7,0.815007,0.671434,0.328752,0.111813,1677,402,218,1768,0.960973,21,811,761,368,922,343,185,0.231916,0.222421,6181.163539,6825.578680,30596,9123.024931,8766.619048,1749,67,1245
06037530102,5079,0.623548,0.004528,69,261,3,0.745619,0.741878,0.258122,0.193936,1669,495,345,1722,0.957607,12,917,952,435,1258,454,202,0.133601,0.203715,6374.705882,7078.111588,46991,9850.606586,43321.311475,1711,47,872
06037530202,3912,0.524796,0.001789,9,374,1,0.809049,0.751534,0.248466,0.161810,1188,230,158,1395,0.924014,6,749,716,353,841,280,209,0.108523,0.121212,5952.777778,5955.963303,48214,11300.879121,25141.129032,1210,25,366
06037530203,3503,0.477591,0.001713,2,304,17,0.802170,0.685413,0.314587,0.102198,1061,213,121,1285,0.949416,11,601,511,251,663,283,103,0.272053,0.155514,5256.363636,5903.947368,33667,14328.634361,13302.459016,1106,45,737
06037530204,3659,0.645258,0.003280,32,104,9,0.834654,0.693086,0.306914,0.113146,1156,257,133,1265,0.944664,15,624,849,462,819,290,84,0.223168,0.223183,4927.906977,6846.153846,34922,8505.633803,9741.803279,1188,23,773
06037530301,2553,0.512338,0.000000,18,2,0,0.996083,0.647082,0.352918,0.101058,665,113,26,799,0.961202,32,476,412,190,402,130,93,0.303614,0.210526,3705.000000,4050.000000,28875,9706.395349,4644.859813,666,0,410
06037530302,6304,0.497462,0.002379,95,140,4,0.938928,0.704632,0.295368,0.108503,1715,294,186,1984,0.956653,35,1022,1124,532,1093,416,249,0.174433,0.208746,6475.418994,7291.304348,32780,10885.987261,13719.211823,1776,70,932
06037530400,3853,0.470283,0.035557,74,608,0,0.766675,0.688554,0.311446,0.198547,1228,311,162,1159,0.945643,45,641,490,229,639,260,117,0.354292,0.265472,5503.067485,5100.806452,29148,11538.047809,13922.026432,1244,25,718
06037530500,4576,0.449519,0.000874,35,29,36,0.977054,0.661932,0.338068,0.107080,1137,236,154,1179,0.938083,15,591,674,272,713,210,163,0.273347,0.250660,6810.877193,7491.250000,30711,8513.385827,11719.078947,1178,43,725
06037530601,3496,0.458810,0.002002,62,113,4,0.970252,0.682494,0.317220,0.093249,801,90,49,1038,0.926782,18,578,524,229,559,180,115,0.244476,0.227216,6035.510989,6518.500000,32338,8676.037037,52001.400000,842,30,393
06037530602,1581,0.468691,0.032258,19,92,2,0.886781,0.639469,0.360531,0.098672,381,85,45,386,0.917098,0,150,247,72,215,68,54,0.231135,0.236220,4475.755556,4900.243902,37708,10908.443299,9730.608696,395,28,150
06037530700,2187,0.315501,0.020576,30,13,0,0.989026,0.667581,0.332419,0.078647,510,89,37,619,0.949919,4,331,262,135,210,66,64,0.298383,0.198039,3887.128713,5330.434783,30781,9998.165138,9874.074074,556,42,279
06037530801,6172,0.362605,0.009235,74,144,3,0.959819,0.643390,0.356610,0.058004,1376,168,87,2076,0.957611,34,1023,695,413,697,250,322,0.232134,0.205669,6090.459364,6351.449275,34226,9996.638655,76942.187500,1462,98,819
06037530802,3598,0.473874,0.006115,12,91,13,0.956365,0.628683,0.371595,0.087271,818,138,76,948,0.972574,0,442,519,213,533,185,122,0.236981,0.156479,6337.789063,5353.327869,32429,10566.384236,7560.268041,888,59,410
06037530901,3954,0.440314,0.002782,0,66,15,0.964846,0.626960,0.373040,0.070056,868,83,29,935,0.980749,17,500,493,211,532,124,188,0.453438,0.225806,7817.857143,6475.324675,25469,12535.393258,7420.792079,914,42,561
06037530902,4010,0.405985,0.005486,49,58,9,0.960349,0.662843,0.337157,0.112718,1067,253,140,1240,0.908871,29,726,589,289,589,193,221,0.221500,0.261481,5866.308244,5826.896552,32768,8979.937304,61400.000000,1109,39,719
06037531000,5504,0.395167,0.004542,50,5,1,0.982922,0.650618,0.349564,0.073401,1264,145,101,1672,0.951555,45,931,727,312,724,225,215,0.254642,0.205696,5934.176923,6205.909091,29878,10156.051515,9991.637255,1336,73,759
06037531101,5229,0.409256,0.004781,47,15,3,0.981641,0.656913,0.343087,0.077261,1213,193,96,1534,0.933507,26,815,679,279,643,209,193,0.358063,0.244023,5526.013514,6589.473684,29659,9689.206349,8001.834862,1273,42,843
06037531102,2975,0.324370,0.013109,2,2,1,0.972437,0.675294,0.324706,0.108571,768,200,143,942,0.919321,8,474,354,171,355,57,148,0.233424,0.290365,6226.457399,5846.086957,33659,8310.980392,13934.444444,788,44,553
06037531201,5558,0.360561,0.005937,130,26,2,0.987585,0.627744,0.372256,0.060633,1190,145,93,1632,0.962623,69,980,649,334,603,207,163,0.304537,0.139496,5459.036145,7066.666667,27210,9607.303371,52751.041667,1263,60,826
06037531202,4990,0.408417,0.001804,93,1,8,0.994188,0.632665,0.367335,0.049499,1132,152,65,1530,0.941176,40,844,674,370,615,216,210,0.285944,0.152827,5756.069364,5711.428571,26713,9119.742489,9210.218978,1169,32,839
06037531301,5536,0.374819,0.002890,79,4,1,0.980491,0.650289,0.349711,0.078396,1211,123,29,1817,0.930655,43,993,665,403,696,246,222,0.321954,0.218002,6510.102273,7766.019608,26949,9003.928571,11932.750000,1257,49,857
06037531302,6499,0.411910,0.003231,84,24,4,0.966918,0.639021,0.360979,0.054008,1415,153,67,1947,0.958911,54,1204,828,464,784,260,271,0.281050,0.177385,5935.952191,10044.278481,28053,7915.762712,8654.021739,1474,56,961
06037531502,3367,0.379269,0.015444,11,17,0,0.991387,0.640630,0.359370,0.049005,755,51,22,1021,1.000000,23,682,410,237,382,159,162,0.363799,0.165563,5307.200000,6800.000000,29318,10771.428571,13532.142857,785,25,538
06037531503,5329,0.386001,0.007318,54,13,7,0.976356,0.641396,0.358604,0.072809,1235,191,94,1517,0.967699,18,742,640,302,637,146,191,0.258575,0.204858,5689.537549,6500.975000,28682,9033.679537,7593.120000,1285,46,840
06037531504,2305,0.386117,0.007809,24,7,4,0.976139,0.641215,0.358785,0.072885,535,83,42,657,0.966514,8,321,278,131,276,64,83,0.258824,0.205607,5657.700000,6486.211538,28682,8952.008850,7461.090909,556,20,364
06037531602,4407,0.388473,0.001588,43,5,16,0.981166,0.652825,0.347175,0.072385,1090,219,90,1274,0.918367,39,655,562,179,548,151,169,0.351500,0.179817,4438.265306,6337.894737,23118,8155.468750,86071.666667,1138,37,798
06037531603,3539,0.417915,0.002261,45,7,1,0.981351,0.662899,0.337101,0.074880,829,110,62,945,0.947090,20,489,536,233,468,123,151,0.231117,0.225573,5006.951872,6046.987952,30052,10070.434783,35805.405405,858,29,525
06037531604,3742,0.412346,0.016836,32,18,0,0.969001,0.637627,0.362373,0.071887,882,124,72,1057,0.967833,38,637,500,272,519,137,138,0.330201,0.291383,4657.976654,4368.518519,25317,13562.910798,5996.666667,913,33,636
06037531701,5546,0.440498,0.009556,14,15,1,0.987919,0.642986,0.357014,0.088893,1338,179,100,1833,0.917076,35,956,715,391,776,313,267,0.263272,0.196562,6072.243346,8605.208333,30226,9578.220859,7444.915254,1385,46,830
06037531702,4673,0.454954,0.001926,3,26,30,0.973893,0.664027,0.335973,0.090948,1266,224,170,1519,0.947334,49,790,702,372,720,243,222,0.272531,0.198262,5662.143426,6056.388889,24045,8486.630137,8827.862595,1337,68,919
06037531800,5274,0.457717,0.006636,25,15,7,0.961130,0.641259,0.358741,0.071672,1273,159,101,1618,0.963535,51,863,718,369,746,284,201,0.238322,0.181461,5235.064935,5720.370370,28986,11041.403509,10876.744186,1316,38,834
06037531901,6329,0.436720,0.002212,59,62,24,0.954021,0.666298,0.333544,0.090378,1642,292,110,1926,0.946521,74,1040,873,410,973,341,296,0.234002,0.183922,5435.533113,6474.427481,32537,9445.275434,20690.034826,1714,63,931
06037531902,4036,0.587215,0.005451,19,32,1,0.948959,0.701933,0.297820,0.111001,1092,181,149,1390,0.964748,3,792,773,396,832,320,173,0.207035,0.130037,5605.718310,6065.107143,31973,9676.530864,19538.347826,1132,38,546
06037532001,3129,0.567274,0.005433,100,11,1,0.932566,0.698306,0.301374,0.111537,881,171,127,935,0.948663,17,496,588,273,663,253,111,0.255217,0.154370,4533.139706,5017.892308,30837,9711.642857,6754.075000,902,23,493
06037532002,3109,0.560309,0.002895,108,117,0,0.885815,0.673850,0.326150,0.096494,889,227,181,987,0.961499,13,518,543,287,606,147,124,0.165428,0.214848,4540.837696,4998.181818,35203,8239.721254,9002.000000,931,42,483
06037532101,6600,0.523333,0.008485,93,233,0,0.916212,0.621667,0.378333,0.039545,1682,269,175,2015,0.940943,145,1119,942,476,1055,425,355,0.232337,0.184899,6876.080386,7414.864583,35565,9836.598361,11577.379562,1730,55,1287
06037532102,3415,0.521523,0.003807,13,172,10,0.833089,0.702196,0.298389,0.140849,975,185,94,1043,0.946309,25,599,562,211,659,284,141,0.182032,0.183590,5063.675978,6203.417722,38850,11923.794613,11511.244444,999,29,332
06037532200,6269,0.468017,0.025841,117,84,63,0.899984,0.628011,0.371830,0.078641,1597,191,103,1918,0.918144,53,1075,938,464,983,366,164,0.240435,0.212273,6051.705015,6538.250000,31594,11104.784153,9898.477124,1649,55,1050
06037532302,4595,0.512731,0.009793,30,25,2,0.951251,0.646137,0.353645,0.100544,1086,97,55,1182,0.938240,5,655,727,272,718,206,171,0.219731,0.191529,4989.009615,5586.682692,33482,9098.729412,8963.145833,1121,31,498
06037532303,4608,0.519531,0.006076,67,60,102,0.915799,0.698134,0.302734,0.126736,1300,224,176,1626,0.954490,25,948,839,491,850,308,291,0.121530,0.106154,4526.202899,4695.110000,36454,11385.237647,10810.686084,1325,32,632
06037532304,3820,0.456545,0.059424,116,9,2,0.871466,0.680890,0.318586,0.064660,917,208,132,1166,0.903945,28,559,533,278,522,107,174,0.256700,0.193021,5513.576271,5113.590164,40390,10939.729167,10075.160305,948,32,601
06037532400,693,0.454545,0.011544,12,11,4,0.948052,0.629149,0.373737,0.038961,167,19,11,231,0.974026,5,122,92,58,98,38,28,0.220930,0.155689,5303.192308,7345.166667,34565,10369.952381,7813.250000,174,7,113
06037532500,4087,0.479569,0.012234,23,106,10,0.926107,0.658674,0.341326,0.034989,1024,130,56,1416,0.971751,19,711,623,371,584,232,200,0.186166,0.129883,5298.030075,3992.142857,33590,9351.486842,7251.738095,1068,42,647
06037532603,3635,0.407703,0.000550,13,91,24,0.938102,0.614305,0.385144,0.047593,802,57,17,1062,0.927495,42,566,437,234,396,132,166,0.212375,0.187032,6285.026667,5834.355932,28050,9105.182540,6631.107692,836,33,601
06037532604,2996,0.375167,0.012350,61,28,0,0.955607,0.622830,0.377170,0.037049,662,33,13,920,0.958696,15,503,370,156,340,133,102,0.182911,0.203927,5202.222222,6193.421053,30542,8668.421053,6948.000000,681,21,508
06037532605,3611,0.505954,0.047632,37,35,1,0.918028,0.669067,0.330933,0.086126,1040,255,125,1259,0.970612,20,511,593,337,533,221,143,0.242357,0.140385,4306.164384,5400.934579,23283,7300.448430,15132.835821,1078,54,823
06037532606,4390,0.473349,0.001822,41,68,2,0.945558,0.697267,0.302733,0.084055,1245,289,190,1546,0.989651,7,714,665,439,720,340,199,0.288311,0.147791,5624.456522,5352.427184,28431,7512.093023,12456.470588,1278,39,1108
06037532700,2657,0.350395,0.015431,6,4,2,0.983440,0.610087,0.390290,0.046293,595,63,21,692,0.985549,21,296,275,152,274,92,63,0.414027,0.188235,5505.303571,6070.500000,25670,11133.766234,6474.821429,612,23,418
06037532800,4447,0.302901,0.108388,45,5,16,0.880594,0.605127,0.394873,0.038678,1046,173,14,1087,0.977001,64,597,366,165,301,78,170,0.369977,0.227533,5127.113445,5821.475000,25344,9441.728395,10191.014925,1126,87,784
06037532900,6329,0.301153,0.114078,49,18,7,0.885922,0.573392,0.426608,0.047085,1455,228,29,1535,0.964169,22,546,423,234,434,78,241,0.468089,0.281100,6408.427873,6711.145161,20429,7597.837838,9425.706422,1539,84,1039
06037533001,3524,0.315267,0.041714,21,12,1,0.956867,0.612940,0.386776,0.047106,762,65,13,994,0.945674,11,404,313,139,305,86,119,0.341512,0.164042,5782.672000,5149.272727,24868,8445.655172,8478.814815,793,28,512
06037533002,3582,0.315187,0.041597,21,12,1,0.957007,0.613065,0.386935,0.046901,775,66,13,1010,0.945545,11,410,318,141,310,87,121,0.341566,0.163871,5786.133858,5118.466667,24868,8440.406780,8619.629630,806,28,520
06037533103,4063,0.378292,0.016244,12,7,29,0.983017,0.604972,0.395521,0.014767,863,67,13,1377,0.983297,11,539,465,275,428,172,216,0.341215,0.130939,5094.504425,3111.300000,29254,6468.333333,4077.156250,882,11,761
06037533104,4219,0.481394,0.003318,18,45,6,0.950699,0.661531,0.338469,0.080825,1237,347,208,1339,0.951456,0,608,639,312,631,297,109,0.291359,0.279709,5103.179191,5606.918239,25089,9502.020202,4389.743590,1271,42,1102
06037533105,2684,0.333458,0.000745,33,2,2,0.962742,0.617735,0.382265,0.062593,640,77,30,566,0.950530,12,177,331,146,239,55,76,0.422746,0.129688,5934.939759,2503.225806,21227,10627.272727,2848.936170,653,27,537
06037533106,1923,0.570983,0.005200,13,1,20,0.953198,0.657826,0.342174,0.033801,422,44,22,533,0.936210,9,340,337,204,364,112,123,0.305672,0.241706,5032.352941,5196.875000,30278,5908.771930,669.230769,436,6,261
06037533107,3781,0.444327,0.009521,72,12,2,0.953451,0.646125,0.353875,0.037292,981,152,117,1225,0.979592,9,691,508,278,510,132,154,0.233165,0.154944,7005.921053,8167.500000,27423,11293.442623,9914.814815,1000,20,747
06037533201,2825,0.428319,0.012389,27,2,17,0.959646,0.613451,0.386195,0.048142,639,61,21,873,0.940435,8,438,353,203,352,117,97,0.353995,0.317684,5370.699507,8314.526316,25658,7885.150538,5602.636364,662,28,473
06037533202,2899,0.439117,0.030010,18,14,0,0.964815,0.645050,0.354950,0.053812,655,102,79,978,0.961145,14,487,357,181,375,158,165,0.184265,0.122137,5716.475000,12055.071429,34571,8836.260504,6560.250000,682,19,369
06037533203,2376,0.420875,0.007576,63,30,0,0.954125,0.629209,0.370370,0.037037,529,72,46,831,0.943442,7,315,304,200,262,88,97,0.240320,0.119093,4270.539683,6471.370370,36397,9076.200000,3242.636364,548,14,394
06037533300,3784,0.360201,0.002643,1,9,0,0.975951,0.610994,0.389006,0.032770,848,87,50,1218,0.956486,30,634,403,206,380,174,168,0.262766,0.126179,6470.897196,7845.120000,27342,6786.186441,8815.055556,868,19,660
06037533401,4980,0.519478,0.000402,87,3,0,0.970884,0.634538,0.365462,0.038554,1110,102,71,1596,0.949248,21,856,813,505,845,350,229,0.244060,0.114414,5772.409449,6102.145833,28786,8397.272000,2968.187500,1139,37,673
06037533402,4289,0.535789,0.000233,125,42,0,0.932851,0.637911,0.361390,0.040802,1029,94,56,1348,0.902077,0,683,787,428,683,203,147,0.234331,0.118562,5959.262295,8091.325000,27338,11024.316129,8108.202703,1058,27,748
06037533403,3464,0.540127,0.003753,13,1,1,0.977771,0.638857,0.361143,0.067263,778,52,34,1201,0.917569,37,688,622,474,537,183,153,0.219019,0.120823,5498.872340,4787.142857,31388,9134.804348,9649.238806,806,29,519
06037533501,3268,0.472460,0.001530,89,16,4,0.955630,0.606181,0.394737,0.032742,716,71,25,1035,0.966184,44,557,497,269,457,191,167,0.320639,0.184358,5328.848485,5255.275362,27438,8486.752688,3360.779661,738,24,516
06037533502,2410,0.504564,0.001660,1,1,2,0.973029,0.633195,0.367635,0.062656,561,86,57,666,0.959459,11,383,389,222,381,117,90,0.308302,0.174688,6002.714286,9213.413793,27188,7534.606383,6608.384615,557,1,385
06037533503,2085,0.504077,0.013909,57,14,0,0.952518,0.631655,0.368345,0.030695,485,28,14,665,0.963910,3,354,310,162,321,82,71,0.344365,0.263918,5186.921875,6225.382353,25859,6262.328947,8916.826087,503,14,355
06037533601,4648,0.513124,0.001721,92,19,38,0.935026,0.637909,0.362522,0.053141,1100,117,79,1245,0.971084,39,613,843,374,740,187,116,0.290984,0.210909,5202.392241,5269.678571,28422,9404.791667,35044.978571,1132,35,845
06037533602,6204,0.496454,0.017247,4,34,2,0.923598,0.642328,0.357672,0.038201,1522,197,155,2298,0.953003,32,1038,944,597,929,348,277,0.257670,0.105782,5321.037267,5529.870370,29724,6591.519231,9997.968153,1582,63,1112
06037533603,6526,0.504444,0.003524,51,105,3,0.907754,0.646797,0.352896,0.056543,1670,243,156,2121,0.967940,82,1121,939,495,1054,341,243,0.232851,0.186228,5864.398714,6984.836735,32866,9379.161290,63726.047297,1713,59,1164
06037533701,3877,0.462213,0.008254,29,75,5,0.941965,0.629095,0.370905,0.058035,965,165,91,1099,0.947225,36,522,479,196,511,159,187,0.222571,0.161658,5001.282051,4334.848485,32938,9798.717949,5710.526316,1023,56,705
06037533702,3709,0.436236,0.002696,25,3,2,0.988137,0.618496,0.381235,0.019143,845,99,62,1279,0.959343,53,688,509,322,445,222,127,0.285986,0.113609,4377.458333,5598.965517,30817,6557.837838,12925.976744,867,22,633
